generic-name,MachineLearningResearch-accession-number,type,unii,cas-number,iupac-name,smiles,Structure,Chembl,Average weight,Monoisotopic weight,Synonyms,Categories,Substituents
Turoctocog alfa pegol,,Biotech,9Y9727LS4D,1309086-46-1,,,,,,,"0    Antihemophilic factor (recombinant), glycopegy...
1                                                N8-GP
2                                Turoctocog alfa pegol
3                         Turoctocog alfa pegol, N8-GP
Name: nan_synonyms, dtype: object","0    Amino Acids, Peptides, and Proteins
1                     Biological Factors
2              Blood Coagulation Factors
3                         Blood Proteins
4                            Factor VIII
5                            Hemostatics
6                               Proteins
7                   Recombinant Proteins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Hyaluronidase,,Biotech,8KOG53Z5EM,9001-54-1,,,,,,,"0               Hialuronidasa
1               Hyaluronidase
2      Hyaluronidase (bovine)
3        Hyaluronidase bovine
4          hyaluronidase-fihj
5          hyaluronidase-zzxf
6       Hyaluronidase, bovine
7              Hyaluronidasum
8    Hyaluronoglucosaminidase
Name: nan_synonyms, dtype: object","0                       Blood and Blood Forming Organs
1                                 Carbon-Oxygen Lyases
2                                              Enzymes
3                                Enzymes and Coenzymes
4                                 Glycoside Hydrolases
5    Hyaluronoglucosaminidase, antagonists & inhibi...
6                                           Hydrolases
7                                               Lyases
8                                Polysaccharide-Lyases
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Luteinizing hormone,,Biotech,8XA4VN1LH4,9002-67-9,,,,,,,"0    Gonadotropin, luteinizing hormone
1                                   LH
2                  Luteinising hormone
3          Luteinising hormone (human)
4     Luteinizing gonadotropic hormone
5                  Luteinizing hormone
6                  Luteotropic hormone
7        Pituitary luteinizing hormone
Name: nan_synonyms, dtype: object","0                  Amino Acids, Peptides, and Proteins
1                                        Gonadotropins
2                             Gonadotropins, Pituitary
3                                             Hormones
4    Hormones, Hormone Substitutes, and Hormone Ant...
5                                     Peptide Hormones
6                                             Peptides
7                                   Pituitary Hormones
8                         Pituitary Hormones, Anterior
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Avenanthramides,,Biotech,5PA41O4AIT,Not Available,,,,,,,"0    Oat seed phytoalexins
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Spirulina platensis,,Biotech,9L3TIH1UUE,Not Available,,,,,,,"0                Arthrospira platensis
1          Arthrospira platensis whole
2               Oscillatoria platensis
3                            Spirulina
4    Spirulina (arthrospira platensis)
5                  Spirulina platensis
6            Spirulina platensis whole
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Olea europaea leaf,,Biotech,MJ95C3OH47,Not Available,,,,,,,"0             Common olive leaf
1    Olea europaea (olive) leaf
2    Olea europaea leaf extract
3              Olea sativa leaf
4                         Olive
5                    Olive leaf
Name: nan_synonyms, dtype: object","0                     Angiosperms
1             Biological Products
2                Complex Mixtures
3                     Embryophyta
4                       Eukaryota
5                        Lamiales
6                        Oleaceae
7     Pharmaceutical Preparations
8              Plant Preparations
9                    Streptophyta
10                   Tracheophyta
11                  Viridiplantae
Name: nan_cat, dtype: object",
Ephedra sinica stem,,Biotech,55L3XLO37E,Not Available,,,,,,,"0                               Cao ma huang
1      Chinese ephedra stem (ephedra sinica)
2     Chinese jointfir stem (ephedra sinica)
3                   Ephedra (ephedra sinica)
4                         Ephedra flava stem
5              Ephedra herb (ephedra sinica)
6                      Ephedra ma-huang stem
7                        Ephedra sinica stem
8                               Ephedra stem
9              Ephedra stem (ephedra sinica)
10                            Ephedrae herba
11           Ephedrae herba (ephedra sinica)
12                 Ma huang (ephedra sinica)
13                  Mahunag (ephedra sinica)
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Polygala tenuifolia root,,Biotech,5S7W573MTU,Not Available,,,,,,,"0                     Polygala root
1          Polygala tenuifolia root
2                   Polygalae radix
3           Thin-leaf polygala root
4            Thinleaf milkwort root
5    Yuan zhi (polygala tenuifolia)
6                           Yuanzhi
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Polygala senega root,,Biotech,M7T6H7D4IF,Not Available,,,,,,,"0    Polygala senega root extract
1           Seneca snakeroot root
2                          Senega
3              Senega officinalis
4         Senega officinalis root
Name: nan_synonyms, dtype: object","0                     Angiosperms
1             Biological Products
2                Complex Mixtures
3     Cough and Cold Preparations
4                     Embryophyta
5                       Eukaryota
6                    Expectorants
7     Pharmaceutical Preparations
8              Plant Preparations
9                    Polygalaceae
10                        Rosanae
11                   Streptophyta
12                   Tracheophyta
13                  Viridiplantae
Name: nan_cat, dtype: object",
Mecasermin rinfabate,,Biotech,NZ8M50KKRG,478166-15-3,,,,,,,"0                Mecasermin rinfabate
1    Mecasermin rinfabate recombinant
2                   rhIGF-I/rhIGFBP-3
Name: nan_synonyms, dtype: object","0       Anterior Pituitary Lobe Hormones and Analogues
1    Pituitary and Hypothalamic Hormones and Analogues
2                   Somatropin and Somatropin Agonists
3    Systemic Hormonal Preparations, Excl. Sex Horm...
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Agrostis gigantea top,,Biotech,A5ODF78EPD,Not Available,,,,,,,"0            Agrostis compressa top
1              Agrostis diffusa top
2               Agrostis dispar top
3                Agrostis dubia top
4             Agrostis gigantea top
5     Agrostis gigantea top extract
6          Agrostis graniticola top
7               Agrostis limosa top
8             Agrostis maeotica top
9                Agrostis nigra top
10              Agrostis osakae top
11           Agrostis praticola top
12              Agrostis repens top
13          Agrostis sabulicola top
14            Agrostis seminuda top
15             Agrostis tenella top
16            Agrostis virletii top
17                       Black bent
18          Cinna karataviensis top
19                           Redtop
20                     Redtop grass
21                   Vilfa alba top
22              Vilfa compressa top
23                 Vilfa dispar top
24               Vilfa gigantea top
25                  Vilfa nigra top
26                  Water bentgrass
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Catfish,,Biotech,EFN1AL1YP0,Not Available,,,,,,,"0    Catfish, unspecified
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)",
Red pepper,,Biotech,6M47G7C4SY,Not Available,,,,,,,"0     Capsicum annuum var. annuum seed
1                       Cayenne pepper
2    Cayenne pepper allergenic extract
3                  Cayenne pepper seed
4                           Hot pepper
5                           Red pepper
Name: nan_synonyms, dtype: object","0                      Cell-mediated Immunity
1                 Increased Histamine Release
2    Non-Standardized Food Allergenic Extract
Name: nan_cat, dtype: object",
Risankizumab,,Biotech,90ZX3Q3FR7,1612838-76-2,,,,,,,"0         Risankizumab
1    risankizumab-rzaa
Name: nan_synonyms, dtype: object","0            Amino Acids, Peptides, and Proteins
1                                     Antibodies
2                         Antibodies, Monoclonal
3              Antibodies, Monoclonal, Humanized
4     Antineoplastic and Immunomodulating Agents
5                                 Blood Proteins
6                                      Globulins
7                                Immunoglobulins
8                                 Immunoproteins
9                       Immunosuppressive Agents
10                                 Immunotherapy
11                        Interleukin Inhibitors
12                     Interleukin-23 Antagonist
13                    Interleukin-23 Subunit p19
14         Misc. Skin and Mucous Membrane Agents
15                                      Proteins
16                  Selective Immunosuppressants
17                               Serum Globulins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
"Dengue tetravalent vaccine, live",,Biotech,Not Available,Not Available,,,,,,,"0    Dengue tetravalent vaccine (live, attenuated)
1                 Dengue tetravalent vaccine, live
2                                   Dengue vaccine
Name: nan_synonyms, dtype: object","0    Biological Products
1       Complex Mixtures
2               Vaccines
3         Viral Vaccines
Name: nan_cat, dtype: object",
Peginterferon lambda-1a,,Biotech,0T0250N43U,914617-98-4,,,,,,,"0    Peginterferon lambda-1a
Name: nan_synonyms, dtype: object","0                                          Alcohols
1               Amino Acids, Peptides, and Proteins
2                                Biological Factors
3                                         Cytokines
4                                  Ethylene Glycols
5                                           Glycols
6     Intercellular Signaling Peptides and Proteins
7                         Macromolecular Substances
8                                          Peptides
9                                          Polymers
10                                         Proteins
Name: nan_cat, dtype: object",
Polyacrylamide (crosslinked; 2 mole percent bisacrylamide),,Small Molecule,9FPL31B58Q,9003-05-8,,,,,,,"0    BULKAMID
Name: nan_synonyms, dtype: object","0        Biocompatible Materials
1                       Colloids
2               Complex Mixtures
3               Dental Materials
4      Macromolecular Substances
5    Pharmaceutical Preparations
6                       Plastics
7                       Polymers
8              Resins, Synthetic
Name: nan_cat, dtype: object",
